date,type,registration,operator,fatalities,location,country,cat,year
09-NOV-1943,Douglas C-47A (DC-3),42-23723,USAAF,,USAAF,P.N. Guinea,C1,1943
10-NOV-1943,Douglas C-47A (DC-3),42-100463,USAAF,,USAAF,Myanmar,A1,1943
10-NOV-1943,Short Sunderland III,EK572,RAF,12.0,RAF,Atlantic Ocean,C1,1943
11-NOV-1943,Douglas C-47 (DC-3),41-18372,USAAF,,USAAF,USA,A1,1943
11-NOV-1943,Short Sunderland,DP181,RAF,5.0,RAF,U.K.,A1,1943
11-NOV-1943,Douglas DC-2-120,DG470,RAF,0.0,RAF,Pakistan,A1,1943
11-NOV-1943,Douglas C-47A (DC-3),42-23847,USAAF,,USAAF,P.N. Guinea,A1,1943
13-NOV-1943,Douglas XC-47C-DL (DC-3),42-5671,USAAF,,USAAF,USA,A1,1943
13-NOV-1943,Short Sunderland III,DD863,RAF,11.0,RAF,Ireland,A1,1943
13-NOV-1943,Consolidated PBY-5 Catalina,08442,US Navy,,US Navy,Australia,A1,1943
13-NOV-1943,Junkers Ju-52/3m,no registeration,German AF,12.0,German AF,Greece,C1,1943
13-NOV-1943,Junkers Ju-52/3mge,no registeration,German AF,,German AF,Greece,C1,1943
13-NOV-1943,Junkers Ju-52/3m,DI+KG,German AF,,German AF,Greece,C1,1943
13-NOV-1943,Consolidated C-87,43-30553,USAAF,,USAAF,India,A1,1943
13-NOV-1943,Douglas C-47A (DC-3),42-23581,USAAF,,USAAF,P.N. Guinea,A1,1943
13-NOV-1943,Junkers Ju-52/3m,no registeration,German AF,,German AF,Greece,C1,1943
15-NOV-1943,Curtiss C-46A,41-12315,USAAF,,USAAF,Unknown country,U1,1943
15-NOV-1943,Curtiss C-46A,41-24645,USAAF,,USAAF,India,O1,1943
16-NOV-1943,Curtiss C-46A,41-12327,USAAF,0.0,USAAF,China,A1,1943
16-NOV-1943,Douglas C-47A (DC-3),42-23420,USAAF,19.0,USAAF,Australia,A1,1943
16-NOV-1943,Douglas Dakota I (DC-3),FD790,RAF,,RAF,Turkey,A1,1943
16-NOV-1943,Douglas C-47A (DC-3),42-23589,USAAF,19.0,USAAF,Australia,A1,1943
17-NOV-1943,Douglas C-47A (DC-3),42-24107,USAAF,,USAAF,USA,A1,1943
17-NOV-1943,Consolidated PBY-5 Catalina,04473,US Navy,8.0,US Navy,Atlantic Ocean,A1,1943
17-NOV-1943,Lockheed C-60A Lodestar,42-55898,USAAF,,USAAF,USA,A1,1943
18-NOV-1943,Curtiss C-46A,41-24663,USAAF,,USAAF,China,A1,1943
18-NOV-1943,Curtiss C-46A,41-12417,USAAF,,USAAF,China,A1,1943
18-NOV-1943,Consolidated PBY-5A Catalina,08034,US Navy,,US Navy,Pacific Ocean,A1,1943
18-NOV-1943,Consolidated PBY-5A Catalina,08038,US Navy,,US Navy,Pacific Ocean,A1,1943
18-NOV-1943,Short Sunderland III,W4036,RAF,3.0,RAF,U.K.,A1,1943
19-NOV-1943,Douglas DC-3-201E,NC19968,Eastern Air Lines,0.0,Eastern Air Lines,USA,A2,1943
19-NOV-1943,Douglas C-53 (DC-3),59,CNAC,2.0,CNAC,China,A1,1943
19-NOV-1943,Douglas C-47 (DC-3),63,CNAC,3.0,CNAC,China,A1,1943
19-NOV-1943,Lockheed C-60A-LO Lodestar,VH-CEF,USAAF,,USAAF,P.N. Guinea,A1,1943
19-NOV-1943,Consolidated PBY-5 Catalina,08388,US Navy,5.0,US Navy,Solomon Isl.,A1,1943
19-NOV-1943,Douglas R4D-1 (DC-3),01988,US Navy,18.0,US Navy,Brazil,A1,1943
19-NOV-1943,Consolidated C-87,41-11675,USAAF,,USAAF,China,A1,1943
20-NOV-1943,Short Sunderland III,W6031,"RAF, op.for RCAF",11.0,"RAF, op.for RCAF",Atlantic Ocean,C1,1943
20-NOV-1943,Douglas C-47A (DC-3),42-23502,USAAF,,USAAF,Unknown country,A1,1943
21-NOV-1943,Douglas C-47A (DC-3),42-32929,USAAF,7.0,USAAF,USA,A1,1943
21-NOV-1943,Short Sunderland I,L2168,RAF,5.0,RAF,U.K.,A1,1943
21-NOV-1943,Douglas C-47 (DC-3),41-18648,USAAF,13.0,USAAF,Australia,A1,1943
22-NOV-1943,Junkers Ju-52/3m,no registeration,German AF,2.0,German AF,Serbia,A1,1943
22-NOV-1943,Consolidated Catalina,FP240,RAF,10.0,RAF,Atlantic Ocean,A1,1943
22-NOV-1943,Consolidated PBY-5 Catalina,08428,US Navy,,US Navy,Pacific Ocean,A1,1943
23-NOV-1943,Douglas C-47 (DC-3),41-18675,USAAF,25.0,USAAF,New Caledonia,A1,1943
23-NOV-1943,Consolidated PBY-5A Catalina,7265,US Navy,9.0,US Navy,Morocco,A1,1943
24-NOV-1943,Curtiss C-46A,41-12287,USAAF,1.0,USAAF,Unknown country,C1,1943
24-NOV-1943,Curtiss C-46A,41-12321,USAAF,,USAAF,Unknown country,A1,1943
24-NOV-1943,Douglas Dakota III (DC-3),FD960,RAF,,RAF,Italy,A1,1943
24-NOV-1943,Douglas C-47 (DC-3),41-7811,USAAF,7.0,USAAF,Algeria,A1,1943
24-NOV-1943,Douglas C-47A (DC-3),42-100496,USAAF,1.0,USAAF,Canada,A1,1943
26-NOV-1943,Douglas C-47A (DC-3),no registeration,Soviet AF,4.0,Soviet AF,Russia,A1,1943
26-NOV-1943,Lockheed C-56B-LO Lodestar,VH-CAB,Qantas,15.0,Qantas,P.N. Guinea,A1,1943
26-NOV-1943,Consolidated PBY-5A Catalina,08118,US Navy,3.0,US Navy,USA,A1,1943
26-NOV-1943,Consolidated C-87,41-11800,USAAF,2.0,USAAF,China,A1,1943
27-NOV-1943,Douglas C-47 (DC-3),41-18549,USAAF,,USAAF,India,A1,1943
27-NOV-1943,Douglas C-47A (DC-3),42-24271,USAAF,,USAAF,India,A1,1943
27-NOV-1943,Lockheed C-60A Lodestar,42-56049,USAAF,8.0,USAAF,USA,A1,1943
28-NOV-1943,Consolidated PBY-5A Catalina,2472,US Navy,10.0,US Navy,Brazil,A1,1943
28-NOV-1943,Consolidated C-87,41-23695,USAAF,,USAAF,China,A1,1943
28-NOV-1943,Consolidated PBY-5A Catalina,7261,US Navy,6.0,US Navy,USA,A1,1943
28-NOV-1943,Douglas Dakota I (DC-3),FD793,RAF,,RAF,Myanmar,C1,1943
28-NOV-1943,Douglas C-47 (DC-3),41-38742,USAAF,,USAAF,Vanuatu,A1,1943
29-NOV-1943,Curtiss C-46A,41-12415,USAAF,,USAAF,India,A1,1943
30-NOV-1943,Douglas C-47 (DC-3),41-38744,USAAF,,USAAF,USA,A1,1943
30-NOV-1943,Douglas C-47A (DC-3),42-24028,USAAF,4.0,USAAF,U.K.,A1,1943
30-NOV-1943,Douglas C-47A (DC-3),42-24030,USAAF,5.0,USAAF,U.K.,A1,1943
30-NOV-1943,Consolidated C-87,42-107270,USAAF,0.0,USAAF,China,A1,1943
30-NOV-1943,Douglas Dakota III (DC-3),FL515,RAF,12.0,RAF,U.K.,A1,1943
??-NOV-1943,Curtiss C-46,41-5183,Northwest Airlines,,Northwest Airlines,Unknown country,U1,1943
??-NOV-1943,Junkers Ju-52/3m,no registeration,German AF,,German AF,Norway,A1,1943
??-NOV-1943,Junkers Ju-52/3mg.e,no registeration,German AF,,German AF,Greece,A1,1943
01-DEC-1943,Douglas C-47A (DC-3),42-24227,USAAF,0.0,USAAF,Australia,A1,1943
01-DEC-1943,Douglas C-47A (DC-3),43-30752,USAAF,,USAAF,Australia,A1,1943
01-DEC-1943,Douglas C-53 Skytrooper (DC-3),42-15547,USAAF,5.0,USAAF,USA,A1,1943
01-DEC-1943,Douglas C-47A (DC-3),42-23659,USAAF,0.0,USAAF,P.N. Guinea,A1,1943
01-DEC-1943,Junkers Ju-52/3m,DF+DG,German AF,1.0,German AF,France,A1,1943
02-DEC-1943,Douglas C-47A (DC-3),42-24365,USAAF,,USAAF,China,A1,1943
02-DEC-1943,Douglas C-47A (DC-3),42-24068,USAAF,,USAAF,Unknown country,A1,1943
03-DEC-1943,Douglas C-47A (DC-3),42-100511,USAAF,,USAAF,U.K.,A1,1943
03-DEC-1943,Junkers Ju-52/3mg10e,RO+SL,German AF,17.0,German AF,Croatia,C1,1943
03-DEC-1943,Douglas C-47A (DC-3),42-23611,USAAF,,USAAF,Unknown country,A1,1943
04-DEC-1943,Douglas C-47 (DC-3),41-19494,USAAF,1.0,USAAF,USA,A1,1943
04-DEC-1943,Consolidated PBY-2 Catalina,0483,US Navy,,US Navy,USA,A1,1943
04-DEC-1943,Consolidated PBY-5 Catalina,08316,US Navy,1.0,US Navy,USA,A1,1943
04-DEC-1943,Douglas C-47 (DC-3),41-7854,USAAF,,USAAF,Unknown country,A1,1943
05-DEC-1943,Short Sunderland III,W6013,"RAF, op.for RCAF",9.0,"RAF, op.for RCAF",U.K.,A1,1943
05-DEC-1943,Douglas Dakota III (DC-3),FL545,RAF,,RAF,U.K.,A1,1943
07-DEC-1943,Consolidated PBY-5 Catalina,08372,US Navy,,US Navy,Unknown country,A1,1943
08-DEC-1943,Douglas C-47 (DC-3),41-7829,USAAF,,USAAF,USA,A1,1943
08-DEC-1943,Douglas C-47A (DC-3),42-23851,USAAF,0.0,USAAF,P.N. Guinea,A1,1943
09-DEC-1943,Douglas C-47 (DC-3),41-18415,USAAF,,USAAF,USA,A1,1943
09-DEC-1943,Douglas C-47A (DC-3),42-23343,USAAF,,USAAF,USA,A1,1943
09-DEC-1943,Douglas C-47A (DC-3),42-24229,USAAF,,USAAF,P.N. Guinea,A1,1943
09-DEC-1943,Douglas C-47 (DC-3),41-38687,USAAF,,USAAF,Myanmar,A1,1943
09-DEC-1943,Consolidated PBY-5A Catalina,Y-78,Dutch Navy,0.0,Dutch Navy,Sri Lanka,A1,1943
10-DEC-1943,Curtiss C-46A,41-12419,USAAF,0.0,USAAF,Unknown country,A1,1943
10-DEC-1943,Douglas C-47A (DC-3),42-23593,USAAF,,USAAF,Myanmar,A1,1943
11-DEC-1943,Consolidated C-87,41-11789,USAAF,,USAAF,India,A1,1943
11-DEC-1943,Douglas C-47A (DC-3),42-23695,USAAF,,USAAF,P.N. Guinea,A1,1943
12-DEC-1943,Douglas C-47A (DC-3),42-100470,USAAF,,USAAF,Australia,A1,1943
13-DEC-1943,Lockheed 18 Lodestar,G-AGHI,"BOAC, op.for Norwegian AF",,"BOAC, op.for Norwegian AF",Unknown country,A1,1943
14-DEC-1943,Curtiss C-46,41-5163,USAAF,,USAAF,USA,U1,1943
14-DEC-1943,Curtiss C-46A,41-24642,USAAF,,USAAF,India,A1,1943
14-DEC-1943,Douglas C-47 (DC-3),A65-3,RAAF,0.0,RAAF,Australia,A1,1943
16-DEC-1943,Douglas C-47 (DC-3),41-18552,USAAF,,USAAF,India,A1,1943
16-DEC-1943,Douglas C-47 (DC-3),41-38590,USAAF,,USAAF,USA,A1,1943
16-DEC-1943,Consolidated C-87,41-23095 ??,USAAF,,USAAF,Unknown country,A1,1943
16-DEC-1943,Douglas C-47A (DC-3),42-92313,USAAF,,USAAF,USA,A1,1943
17-DEC-1943,Douglas C-47A (DC-3),43-30739,USAAF,9.0,USAAF,Kiribati,A1,1943
17-DEC-1943,Douglas C-47A (DC-3),43-30719,USAAF,5.0,USAAF,Ireland,A1,1943
17-DEC-1943,Lockheed 18 Lodestar,G-AGDE,BOAC,10.0,BOAC,U.K.,A1,1943
18-DEC-1943,Douglas C-47A (DC-3),83,CNAC,3.0,CNAC,China,A1,1943
18-DEC-1943,Consolidated PBY-5 Catalina,2330,US Navy,6.0,US Navy,USA,A1,1943
18-DEC-1943,Douglas C-49E (DC-3-DST),42-56097,USAAF,,USAAF,USA,A1,1943
18-DEC-1943,Douglas C-47A (DC-3),CCCP-L825,Aeroflot,14.0,Aeroflot,Russia,A1,1943
19-DEC-1943,Douglas C-47A (DC-3),43-30742,USAAF,31.0,USAAF,Australia,A1,1943
19-DEC-1943,Consolidated PBY-5A Catalina,05015,US Navy,,US Navy,Unknown country,A1,1943
19-DEC-1943,Short Sunderland III,DW106,RAF,9.0,RAF,Atlantic Ocean,A1,1943
19-DEC-1943,PB2B-1 Canso A (PBY-5A),9786,RCAF,,RCAF,Unknown country,A1,1943
20-DEC-1943,Consolidated C-87,42-107251,USAAF,,USAAF,China,A1,1943
20-DEC-1943,Curtiss C-46A,41-12397,USAAF,4.0,USAAF,China,A1,1943
21-DEC-1943,Douglas C-47A (DC-3),42-100503,USAAF,,USAAF,Brazil,A1,1943
21-DEC-1943,Douglas C-47A (DC-3),42-100512,USAAF,,USAAF,U.K.,A1,1943
21-DEC-1943,Consolidated PBY-5 Catalina,04462,US Navy,,US Navy,USA,A1,1943
21-DEC-1943,Lisunov Li-2,CCCP-L4032,Aeroflot,3.0,Aeroflot,Russia,A1,1943
21-DEC-1943,Junkers Ju-52/3m,no registeration,German AF,3.0,German AF,Romania,A1,1943
22-DEC-1943,Curtiss C-46A,41-24661,USAAF,,USAAF,India,A1,1943
23-DEC-1943,Douglas C-47A (DC-3),43-30733,USAAF,4.0,USAAF,U.K.,A1,1943
23-DEC-1943,Douglas C-47A (DC-3),42-24121,USAAF,0.0,USAAF,USA,A1,1943
23-DEC-1943,Douglas C-47A (DC-3),42-23500,USAAF,6.0,USAAF,P.N. Guinea,A1,1943
24-DEC-1943,Short Sunderland,T228,RAF,21.0,RAF,Atlantic Ocean,C1,1943
25-DEC-1943,Douglas Dakota III (DC-3),FD903,RAF,4.0,RAF,Atlantic Ocean,A1,1943
25-DEC-1943,Junkers Ju-52/3m,7U+JL,German AF,0.0,German AF,Norway,A1,1943
26-DEC-1943,Curtiss C-46A,41-12294,USAAF,,USAAF,China,A1,1943
26-DEC-1943,Curtiss C-46A,41-24743,USAAF,,USAAF,China,A1,1943
26-DEC-1943,Douglas C-47 (DC-3),41-19489,USAAF,,USAAF,India,A1,1943
27-DEC-1943,Douglas C-47A (DC-3),42-24272,USAAF,7.0,USAAF,Myanmar,A1,1943
27-DEC-1943,Douglas R4D-5 (DC-3),12432,US Navy,24.0,US Navy,Pacific Ocean,A1,1943
29-DEC-1943,Douglas C-47A (DC-3),42-23642,USAAF,,USAAF,Italy,O1,1943
29-DEC-1943,Short Sunderland,EJ140,RAF,8.0,RAF,Kenya,A1,1943
29-DEC-1943,Douglas C-47A (DC-3),42-92067,USAAF,,USAAF,Italy,A1,1943
29-DEC-1943,Douglas C-47 (DC-3),42-5684,USAAF,,USAAF,Italy,O1,1943
30-DEC-1943,Douglas C-47A (DC-3),42-23773,USAAF,,USAAF,USA,A1,1943
30-DEC-1943,Curtiss C-46A,41-24713,USAAF,,USAAF,India,A1,1943
30-DEC-1943,Consolidated PBY-5A Catalina,33963,US Navy,6.0,US Navy,Pacific Ocean,A1,1943
30-DEC-1943,Junkers Ju-52/3m,DF+DX,German AF,1.0,German AF,France,C1,1943
31-DEC-1943,Curtiss C-46A,41-24641,USAAF,0.0,USAAF,India,A1,1943
31-DEC-1943,Junkers Ju-52/3m,no registeration,German AF,8.0,German AF,Italy,A1,1943
??-DEC-1943,Junkers Ju-52/3m,no registeration,German AF,,German AF,Denmark,A1,1943
??-???-1943,Junkers Ju-52/3m,7U+AH,German AF,,German AF,Norway,A1,1943
??-???-1943,Junkers Ju-52/3mge,210,Portuguese AF,0.0,Portuguese AF,Portugal,A1,1943
??-???-1943,Junkers Ju-52/3mg4e,D-ABEW,German AF,,German AF,Unknown country,A1,1943
??-???-1943,Douglas DC-3-220A,D-AAIF,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Germany,C1,1943
??-???-1943,Junkers Ju-52/3m,no registeration,German AF,,German AF,Russia,A1,1943
??-???-1943,Junkers Ju-52/3m,D-ACBE,German AF,,German AF,Unknown country,A1,1943
??-???-1943,Junkers Ju-52/3m,D-ADHF,German AF,,German AF,Unknown country,A1,1943
??-???-1943,Junkers Ju-52/3mfe,D-AGUK,Deutsche Lufthansa,,Deutsche Lufthansa,Germany,A1,1943
??-???-1943,Junkers Ju-52/3mge,no registeration,German AF,,German AF,Germany,A1,1943
??-???-1943,Junkers Ju-52/3mte,D-APXD,German AF,,German AF,Unknown country,A1,1943
01-JAN-1944,Curtiss C-46A,41-24702,USAAF,,USAAF,Guyana,U1,1944
01-JAN-1944,Curtiss C-46A,41-24752,USAAF,0.0,USAAF,China,A1,1944
02-JAN-1944,Douglas C-49J (DC-3),43-1982,USAAF,,USAAF,USA,A1,1944
02-JAN-1944,Consolidated C-87,42-107268,USAAF,,USAAF,India,A1,1944
02-JAN-1944,Douglas C-47A (DC-3),42-92046,USAAF,,USAAF,Unknown country,A1,1944
03-JAN-1944,Curtiss C-46A,41-12407,USAAF,,USAAF,Unknown country,U1,1944
03-JAN-1944,Douglas C-47A (DC-3),42-92042,USAAF,5.0,USAAF,USA,A1,1944
03-JAN-1944,Consolidated C-87,42-107264,USAAF,,USAAF,India,A1,1944
03-JAN-1944,Douglas C-47A (DC-3),42-24399,USAAF,,USAAF,Unknown country,A1,1944
04-JAN-1944,Douglas C-53D Skytrooper (DC-3),42-68780,USAAF,,USAAF,USA,A1,1944
05-JAN-1944,Consolidated PBY-5 Catalina,08377,US Navy,,US Navy,Solomon Isl.,A1,1944
05-JAN-1944,Curtiss C-46A,41-24748,USAAF,,USAAF,Unknown country,U1,1944
06-JAN-1944,Short Sunderland III,JM709,RAF,11.0,RAF,Atlantic Ocean,A1,1944
06-JAN-1944,Douglas Dakota I (DC-3),FD802,RAF,,RAF,Myanmar,A1,1944
07-JAN-1944,Douglas C-47A (DC-3),42-24276,USAAF,0.0,USAAF,USA,A1,1944
09-JAN-1944,Curtiss C-46A,42-3641,USAAF,0.0,USAAF,USA,A1,1944
09-JAN-1944,Consolidated Catalina IB (PBY-5B),FP193,RAF,7.0,RAF,U.K.,A1,1944
09-JAN-1944,Consolidated PBY-5 Catalina,08172,US Navy,7.0,US Navy,Morocco,A1,1944
09-JAN-1944,Douglas C-53D-DO (DC-3),42-68837,USAAF,,USAAF,USA,A1,1944
09-JAN-1944,Douglas C-47A (DC-3),42-23873,USAAF,,USAAF,Unknown country,A1,1944
09-JAN-1944,Junkers Ju-52/3m,8T+DV,German AF,4.0,German AF,Ukraine,A1,1944
10-JAN-1944,Douglas C-47A (DC-3),42-23592,USAAF,,USAAF,Solomon Isl.,C1,1944
11-JAN-1944,Douglas C-47 (DC-3),41-18370,USAAF,,USAAF,Algeria,A1,1944
12-JAN-1944,Douglas C-47A (DC-3),42-23722,USAAF,0.0,USAAF,Vanuatu,A1,1944
12-JAN-1944,Douglas C-47A (DC-3),42-23691,USAAF,,USAAF,P.N. Guinea,A1,1944
12-JAN-1944,Douglas Dakota III (DC-3),FD913,RAF,,RAF,India,A1,1944
12-JAN-1944,Douglas C-47 (DC-3),41-18681,USAAF,6.0,USAAF,Italy,A1,1944
13-JAN-1944,Curtiss C-46A,41-12305,USAAF,,USAAF,Myanmar,A1,1944
13-JAN-1944,Douglas C-53D Skytrooper (DC-3),42-68728,USAAF,,USAAF,U.K.,A1,1944
13-JAN-1944,Douglas C-47A (DC-3),42-23917,USAAF,,USAAF,P.N. Guinea,A1,1944
13-JAN-1944,Douglas C-47A (DC-3),CCCP-L837,Aeroflot,0.0,Aeroflot,Belarus,A1,1944
14-JAN-1944,Douglas C-47A (DC-3),42-100679,USAAF,,USAAF,Atlantic Ocean,A1,1944
14-JAN-1944,Douglas C-53 Skytrooper (DC-3),41-20129,USAAF,,USAAF,Italy,A2,1944
14-JAN-1944,Consolidated PBY-5 Catalina,08510,US Navy,,US Navy,Pacific Ocean,A1,1944
14-JAN-1944,Douglas C-47 (DC-3),41-38680,USAAF,,USAAF,P.N. Guinea,A1,1944
15-JAN-1944,Consolidated PBY-2 Catalina,0466,US Navy,,US Navy,USA,A1,1944
15-JAN-1944,Junkers Ju-52/3m,D-ADQW,Deutsche Lufthansa,5.0,Deutsche Lufthansa,Serbia,A1,1944
16-JAN-1944,Curtiss C-46A,41-12384,USAAF,,USAAF,China,A1,1944
16-JAN-1944,Douglas C-53 Skytrooper (DC-3),42-15532,USAAF,,USAAF,Morocco,A1,1944
17-JAN-1944,Curtiss C-46A,41-24689,USAAF,,USAAF,China,U1,1944
17-JAN-1944,Curtiss C-46A,41-12424,USAAF,2.0,USAAF,Unknown country,A1,1944
17-JAN-1944,Consolidated PBY-5A Catalina,34018,US Navy,8.0,US Navy,Pacific Ocean,A1,1944
17-JAN-1944,Douglas Dakota III (DC-3),FZ632,RAF,,RAF,Atlantic Ocean,A1,1944
18-JAN-1944,Curtiss C-46A,41-24676,USAAF,0.0,USAAF,India,A1,1944
18-JAN-1944,Curtiss C-46A,41-24754,USAAF,,USAAF,China,A1,1944
18-JAN-1944,Douglas C-47A (DC-3),43-30682,USAAF,8.0,USAAF,USA,A1,1944
18-JAN-1944,Douglas C-47A (DC-3),42-100615,USAAF,4.0,USAAF,Myanmar,C1,1944
18-JAN-1944,Short S.33 Empire Flying Boat,VH-ACD,Qantas,0.0,Qantas,Australia,A1,1944
18-JAN-1944,Douglas C-47A (DC-3),42-100696,USAAF,9.0,USAAF,Myanmar,A1,1944
18-JAN-1944,Douglas C-47 (DC-3),41-19476,USAAF,7.0,USAAF,Myanmar,C1,1944
18-JAN-1944,Curtiss C-46A,41-24660,USAAF,4.0,USAAF,Unknown country,A1,1944
19-JAN-1944,Consolidated PBY-2 Catalina,0479,US Navy,,US Navy,USA,A1,1944
19-JAN-1944,Curtiss C-46A,41-24741,USAAF,,USAAF,India,A1,1944
19-JAN-1944,Douglas C-47 (DC-3),41-19478,USAAF,,USAAF,China,A1,1944
19-JAN-1944,Douglas C-47 (DC-3),41-7762,USAAF,,USAAF,Saint Lucia,A1,1944
20-JAN-1944,Lockheed 18 Lodestar,CC-CLC-0072,LAN Chile,11.0,LAN Chile,Argentina,A1,1944
20-JAN-1944,Consolidated C-87,43-30576,USAAF,,USAAF,Sudan,A1,1944
20-JAN-1944,Douglas C-47A (DC-3),42-24217,USAAF,,USAAF,Unknown country,A1,1944
21-JAN-1944,Douglas C-47A (DC-3),42-92048,USAAF,,USAAF,Unknown country,A1,1944
22-JAN-1944,Douglas C-47 (DC-3),41-18616,USAAF,,USAAF,Italy,A1,1944
22-JAN-1944,Douglas C-47A (DC-3),42-23302,USAAF,1.0,USAAF,USA,A1,1944
22-JAN-1944,Consolidated PBY-5 Catalina,08386,US Navy,6.0,US Navy,Vanuatu,A1,1944
24-JAN-1944,Lockheed C-60A-1-LO Lodestar,42-32203,USAAF,6.0,USAAF,USA,A1,1944
25-JAN-1944,Consolidated C-87,42-107262,USAAF,3.0,USAAF,China,A1,1944
25-JAN-1944,Douglas C-47 (DC-3),41-38609,USAAF,,USAAF,Unknown country,U1,1944
25-JAN-1944,Douglas C-53D-DO (DC-3),42-68751,USAAF,,USAAF,USA,A1,1944
26-JAN-1944,Douglas DC-2-211,D-AAID,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Poland,A1,1944
26-JAN-1944,Douglas C-54A (DC-4),41-37292,USAAF,23.0,USAAF,Ghana,A1,1944
27-JAN-1944,Consolidated PBY-5 Catalina,08308,US Navy,1.0,US Navy,USA,A1,1944
27-JAN-1944,Junkers Ju-52/3m,L5+GH,German AF,0.0,German AF,Austria,A1,1944
28-JAN-1944,Curtiss C-46A,41-12406,USAAF,,USAAF,Unknown country,U1,1944
28-JAN-1944,Douglas C-47A (DC-3),42-23407,USAAF,,USAAF,Italy,A1,1944
28-JAN-1944,Douglas Dakota I (DC-3),FD811,RAF,11.0,RAF,India,A1,1944
29-JAN-1944,Curtiss C-46A,41-24739,USAAF,4.0,USAAF,India,A1,1944
29-JAN-1944,Consolidated C-87,41-23852,USAAF,,USAAF,India,A1,1944
29-JAN-1944,Douglas C-53-DO (DC-3),42-6496,USAAF,,USAAF,USA,A1,1944
30-JAN-1944,Curtiss C-46A,41-12413,USAAF,0.0,USAAF,Unknown country,A1,1944
31-JAN-1944,Curtiss C-46A,41-24708,USAAF,4.0,USAAF,India,A1,1944
31-JAN-1944,Curtiss C-46A,41-24707,USAAF,,USAAF,Unknown country,U1,1944
31-JAN-1944,Curtiss C-46A,41-24696,USAAF,,USAAF,China,A1,1944
31-JAN-1944,Short Sunderland,DW110,RAF,7.0,RAF,Ireland,A1,1944
31-JAN-1944,Douglas C-39 (DC-2),38-501,USAAF,3.0,USAAF,USA,A1,1944
31-JAN-1944,Consolidated C-87,41-23862,USAAF,5.0,USAAF,China,A1,1944
??-JAN-1944,Douglas DC-2-211,VG+FJ,German AF,,German AF,Poland,A1,1944
??-JAN-1944,Douglas DC-3 (Nakajima L2D),J-BKOL,Imperial Japanese Airways,,Imperial Japanese Airways,Taiwan,A1,1944
01-FEB-1944,Curtiss C-46A,41-24658,USAAF,,USAAF,Unknown country,U1,1944
01-FEB-1944,Junkers Ju-52/3m,P4+CH,German AF,3.0,German AF,Finland,A1,1944
01-FEB-1944,Consolidated Catalina,AJ160,RAF,10.0,RAF,Maldives,A1,1944
02-FEB-1944,Curtiss C-46A,41-12395,USAAF,,USAAF,Unknown country,U1,1944
02-FEB-1944,Consolidated PBY-5A Catalina,48398,US Navy,,US Navy,USA,A1,1944
02-FEB-1944,Curtiss C-46A,41-12425,USAAF,,USAAF,China,U1,1944
02-FEB-1944,Curtiss C-46A,41-24773,USAAF,2.0,USAAF,India,A1,1944
02-FEB-1944,Douglas C-47A (DC-3),42-23487,USAAF,22.0,USAAF,P.N. Guinea,A1,1944
02-FEB-1944,Douglas DC-2-115J,EC-AAC,Iberia,7.0,Iberia,Spain,A1,1944
02-FEB-1944,Junkers Ju-52/3m,no registeration,German AF,4.0,German AF,Ukraine,A1,1944
03-FEB-1944,Curtiss C-46A,41-12414,USAAF,,USAAF,India,A1,1944
03-FEB-1944,Douglas C-47A (DC-3),42-100474,USAAF,,USAAF,P.N. Guinea,C1,1944
03-FEB-1944,Junkers Ju-52/3m,no registeration,German AF,,German AF,Germany,A1,1944
04-FEB-1944,Douglas C-47 (DC-3),42-24418,USAAF,6.0,USAAF,Pacific Ocean,A1,1944
05-FEB-1944,Douglas C-47A (DC-3),42-100508,USAAF,,USAAF,U.K.,A1,1944
15-SEP-1944,Douglas C-47 (DC-3),41-18448,USAAF,0.0,USAAF,France,A1,1944
15-SEP-1944,Douglas C-47B (DC-3),43-16138,USAAF,,USAAF,USA,A1,1944
15-SEP-1944,Consolidated PBY-5 Catalina,2406,US Navy,6.0,US Navy,USA,A1,1944
15-SEP-1944,Consolidated C-109,42-51887,USAAF,5.0,USAAF,India,A1,1944
15-SEP-1944,Consolidated Catalina GR.IIA,VA718,RAF,0.0,RAF,Indian Ocean,O1,1944
15-SEP-1944,Douglas C-47A (DC-3),43-15838,USAAF,,USAAF,India,A1,1944
16-SEP-1944,Curtiss C-46A,42-60949,USAAF,,USAAF,Egypt,A1,1944
16-SEP-1944,Consolidated C-87,44-39246,USAAF,4.0,USAAF,Myanmar,A1,1944
16-SEP-1944,Douglas C-47B (DC-3),43-48314,USAAF,,USAAF,Unknown country,A1,1944
16-SEP-1944,Douglas C-47A (DC-3),42-93306,USAAF,,USAAF,P.N. Guinea,A1,1944
16-SEP-1944,Douglas C-47A (DC-3),42-93302,USAAF,,USAAF,P.N. Guinea,A1,1944
17-SEP-1944,Curtiss C-46A,42-61067,USAAF,,USAAF,Unknown country,A1,1944
17-SEP-1944,Curtiss C-46A,42-3668,USAAF,,USAAF,Myanmar,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100863,USAAF,5.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100965,USAAF,0.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-101026,USAAF,,USAAF,Netherlands,A1,1944
