date,type,registration,operator,fatalities,location,country,cat,year
18-MAY-1935,Tupolev ANT-20 Maxim Gorky,CCCP-I20,Tupolev,,Tupolev,Russia,A1,1935
18-MAY-1935,Ford 4-AT-E Tri-Motor,NC7864,Knowles Flying Service,3.0,Knowles Flying Service,USA,A1,1935
22-JUN-1935,Savoia-Marchetti S-66,I-NAVE,Ala Littoria,0.0,Ala Littoria,Malta,A1,1935
24-JUN-1935,Ford 5-AT-B Tri-Motor,F-31,SACO,10.0,SACO,Colombia,A1,1935
24-JUN-1935,Ford 5-AT-D Tri-Motor,C-31,SCADTA,7.0,SCADTA,Colombia,A1,1935
09-JUL-1935,Savoia-Marchetti S-66,I-REDI,Ala Littoria,0.0,Ala Littoria,Spain,A1,1935
14-JUL-1935,Fokker F.XXII,PH-AJQ,KLM,6.0,KLM,Netherlands,A1,1935
17-JUL-1935,Douglas DC-2-115E,PH-AKM,KLM,0.0,KLM,Iran,A1,1935
20-JUL-1935,Douglas DC-2-115E,PH-AKG,KLM,13.0,KLM,Switzerland,A1,1935
22-JUL-1935,Junkers Ju-52/3m,no registeration,German AF,11.0,German AF,Germany,A1,1935
27-JUL-1935,Curtiss AT-32B Condor II,NC12393,American Airways,0.0,American Airways,USA,A1,1935
03-AUG-1935,Douglas DC-2-112,NC13722,TWA,0.0,TWA,USA,A1,1935
02-OCT-1935,DH.86 Express,VH-URT,Holyman's Airways,5.0,Holyman's Airways,Australia,A1,1935
06-OCT-1935,Douglas DC-2A-127,NC14285,Standard Oil Company,3.0,Standard Oil Company,USA,A1,1935
21-OCT-1935,Curtiss Condor 18,NC725K,Chamberlin Flying Service,1.0,Chamberlin Flying Service,USA,A1,1935
22-OCT-1935,DH.86 Express,G-ADCM,Imperial Airways,0.0,Imperial Airways,Austria,A1,1935
24-OCT-1935,Ford 5-AT-C Tri-Motor,no registeration,Private,0.0,Private,China,C1,1935
25-OCT-1935,Boulton Paul P.71A,G-ACOY,Imperial Airways,0.0,Imperial Airways,Belgium,A1,1935
07-NOV-1935,Savoia-Marchetti S.73P,OO-AGM,Sabena,0.0,Sabena,U.K.,A1,1935
09-NOV-1935,Ford 5-AT-.  Tri-Motor,no registeration,TACA de Honduras,0.0,TACA de Honduras,Honduras,A1,1935
09-NOV-1935,Short S.17 Kent,G-ABFB,Imperial Airways,0.0,Imperial Airways,Italy,O1,1935
18-NOV-1935,Junkers G.24he,PP-CAS,Syndicato Condor,0.0,Syndicato Condor,Brazil,A1,1935
23-NOV-1935,DH.66 Hercules,G-ABCP,Imperial Airways,,Imperial Airways,Uganda,A1,1935
10-DEC-1935,Savoia-Marchetti S.73,OO-AGN,Sabena,11.0,Sabena,U.K.,A1,1935
10-DEC-1935,Potez 62,F-ANPH,Air France,0.0,Air France,France,A1,1935
24-DEC-1935,Ford 5-AT-D Tri-Motor,NC433H,Panagra,,Panagra,Peru,A1,1935
31-DEC-1935,Short S.8 Calcutta,G-AASJ,Imperial Airways,12.0,Imperial Airways,Egypt,A1,1935
14-JAN-1936,Douglas DC-2-120,NC14274,American Airlines,17.0,American Airlines,USA,A1,1936
14-JAN-1936,Junkers Ju-52/3m,624,Colombian AF,13.0,Colombian AF,Colombia,A1,1936
17-JAN-1936,Junkers Ju-52/3mce,unreg.,LAB,13.0,LAB,Bolivia,A1,1936
28-FEB-1936,Douglas DC-2-115B,HB-ITI,Swissair,0.0,Swissair,Switzerland,A1,1936
05-MAR-1936,Ford 5-AT-D Tri-Motor,27,CNAC,0.0,CNAC,China,A1,1936
16-MAR-1936,Junkers Ju-52/3m,OE-LAL,ÃLAG,0.0,ÃLAG,Austria,A1,1936
26-MAR-1936,Ford 5-AT-B Tri-Motor,X-ABCO,Mexicana,14.0,Mexicana,Mexico,A1,1936
31-MAR-1936,Ford 5-AT-D Tri-Motor,25,CNAC,0.0,CNAC,China,A1,1936
07-APR-1936,Douglas DC-2-112,NC13721,TWA,12.0,TWA,USA,A1,1936
11-APR-1936,Sikorsky S-42,NC824M,Pan Am,3.0,Pan Am,Trinidad & Tobago,A2,1936
17-APR-1936,Junkers Ju-52/3m,D-ASOR,Deutsche Lufthansa,3.0,Deutsche Lufthansa,Switzerland,A1,1936
20-APR-1936,Douglas DC-2-115K,OK-AIA,CLS,0.0,CLS,Netherlands,A1,1936
08-MAY-1936,LiorÃ©-et-Olivier H.242/1,F-ANQG,Air France,0.0,Air France,Mediterranean Sea,A1,1936
31-MAY-1936,Douglas DC-2-172,NC14979,TWA,0.0,TWA,USA,A1,1936
??-MAY-1936,Junkers G.31fo,D-ABIL,Reichsluftfahrtministerium,,Reichsluftfahrtministerium,Germany,A1,1936
09-JUN-1936,Fokker F.XXII,SE-ABA,AB Aerotransport,2.0,AB Aerotransport,Sweden,A1,1936
16-JUN-1936,Junkers Ju-52/3m,LN-DAE,DNL,7.0,DNL,Norway,A1,1936
07-JUL-1936,Vickers Valentia,K3166,RAF,7.0,RAF,Egypt,A1,1936
09-JUL-1936,Curtiss Condor 18,NC728K,Chamberlin Flying Service,0.0,Chamberlin Flying Service,USA,O1,1936
20-JUL-1936,Junkers Ju-52/3m,no registeration,German AF,2.0,German AF,Germany,A1,1936
26-JUL-1936,Junkers G.38di,D-AZUR,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Germany,A1,1936
29-JUL-1936,Curtiss T-32C Condor II,2,LAN Chile,0.0,LAN Chile,Chile,A1,1936
08-AUG-1936,Ford 4-AT-B Tri-Motor,NC5811,Private,0.0,Private,USA,A1,1936
12-AUG-1936,DH.86 Express,G-ADEB,British Airways,2.0,British Airways,Germany,A1,1936
13-AUG-1936,Curtiss AT-32A Condor II,NC12392,American Airlines,0.0,American Airlines,USA,A1,1936
15-AUG-1936,Fokker F.XII,G-ADZI,AviaciÃ³n Nacional,2.0,AviaciÃ³n Nacional,France,A1,1936
16-AUG-1936,Fokker F.XII,G-ADZK,AviaciÃ³n Nacional,0.0,AviaciÃ³n Nacional,France,A1,1936
22-AUG-1936,Short S.17 Kent,G-ABFA,Imperial Airways,2.0,Imperial Airways,Greece,A1,1936
15-SEP-1936,DH.86A Express,G-ADYF,British Airways,3.0,British Airways,U.K.,A1,1936
19-SEP-1936,Junkers Ju-52/3mfe,D-AJUX,Deutsche Lufthansa,,Deutsche Lufthansa,Germany,A1,1936
24-SEP-1936,CANT Z.506,I-RODI,Ala Littoria,9.0,Ala Littoria,Libya,A1,1936
25-SEP-1936,Boulton Paul P.71A,G-ACOX,Imperial Airways,2.0,Imperial Airways,U.K.,A1,1936
29-SEP-1936,A.W. AW.15 Atalanta,G-ABTK,Imperial Airways,0.0,Imperial Airways,India,O1,1936
10-OCT-1936,Douglas DC-2-118B,NC14273,Panagra,3.0,Panagra,Guatemala,A1,1936
01-NOV-1936,Junkers Ju-52/3mge,D-APOO,Deutsche Lufthansa,10.0,Deutsche Lufthansa,Germany,A1,1936
04-NOV-1936,Junkers Ju-52/3mge,22-74,HISMA,,HISMA,Spain,C1,1936
05-NOV-1936,Junkers Ju-52/3m,no registeration,HISMA,,HISMA,Spain,C1,1936
17-NOV-1936,Junkers Ju-52/3mge,D-ASUI,Deutsche Lufthansa,4.0,Deutsche Lufthansa,Germany,A1,1936
19-NOV-1936,Fokker F.XII,G-AEOT,British Airways,2.0,British Airways,U.K.,A1,1936
25-NOV-1936,Junkers Ju-52/3m,no registeration,HISMA,,HISMA,Spain,C1,1936
28-NOV-1936,Junkers Ju-52/3m,D-ATAK,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Germany,A1,1936
03-DEC-1936,Junkers Ju-52/3m,D-ASIH,Deutsche Lufthansa,6.0,Deutsche Lufthansa,France,A1,1936
08-DEC-1936,Junkers Ju-52/3m,22-78,Condor Legion,4.0,Condor Legion,Spain,A1,1936
09-DEC-1936,Douglas DC-2-115E,PH-AKL,KLM,15.0,KLM,U.K.,A1,1936
16-DEC-1936,Fokker F.XII,45-6,AviaciÃ³n Nacional,0.0,AviaciÃ³n Nacional,Spain,A1,1936
19-DEC-1936,Douglas DC-2-112,NC13732,"North American Aviation, op.for Eastern Air Lines",0.0,"North American Aviation, op.for Eastern Air Lines",USA,A1,1936
25-DEC-1936,Douglas DC-2-118A,28,CNAC,,CNAC,China,A1,1936
28-DEC-1936,Short S.8 Calcutta,G-EBVG,Imperial Airways,0.0,Imperial Airways,Greece,O1,1936
28-DEC-1936,Douglas DC-2-118B,24,CNAC,,CNAC,China,A2,1936
??-???-1936,Curtiss AT-32C Condor II,NR11732,CÃ³ndor Peruana de AviaciÃ³n,,CÃ³ndor Peruana de AviaciÃ³n,Peru,A1,1936
03-JAN-1937,Junkers Ju-52/3m,22-96,HISMA,,HISMA,Spain,U1,1937
20-JAN-1937,Ford 5-AT-C Tri-Motor,NC422H,DePonti Aviation Company,0.0,DePonti Aviation Company,USA,O1,1937
26-JAN-1937,Sabca Savoia-Marchetti S.73P,OO-AGR,Sabena,12.0,Sabena,Algeria,A1,1937
09-FEB-1937,Douglas DC-3A-197,NC16073,United Airlines,11.0,United Airlines,USA,A1,1937
16-FEB-1937,Junkers Ju-52/3m,22-58,HISMA,,HISMA,Spain,C1,1937
18-FEB-1937,Douglas DC-2-112,NC13734,Eastern Air Lines,0.0,Eastern Air Lines,USA,A1,1937
13-MAR-1937,Junkers Ju-52/3m,22-70,HISMA,,HISMA,Spain,C1,1937
16-MAR-1937,DH.86 Express,G-ACVZ,Imperial Airways,3.0,Imperial Airways,Germany,A1,1937
24-MAR-1937,Short S.23 Empire Flying Boat Mk I,G-ADVA,Imperial Airways,5.0,Imperial Airways,France,A1,1937
25-MAR-1937,Douglas DC-2-112,NC13730,TWA,13.0,TWA,USA,A1,1937
??-MAR-1937,Douglas DC-2-115B,EC-AGK,LAPE,,LAPE,Spain,A1,1937
??-MAR-1937,Douglas DC-2-115B,EC-AAY,LAPE,,LAPE,Unknown country,U1,1937
01-APR-1937,Ford 5-AT-C Tri-Motor,NC8410,Star Air Service,0.0,Star Air Service,USA,A1,1937
03-APR-1937,Douglas DC-3-194B,PH-ALP,KLM,8.0,KLM,USA,A1,1937
06-APR-1937,Douglas DC-2-115M,EC-BFF,LAPE,0.0,LAPE,Spain,C1,1937
06-APR-1937,Junkers Ju-52/3mg3e,33+K39,German AF,,German AF,Germany,A1,1937
07-MAY-1937,Douglas C-33 (DC-2),36-81,USAAC,0.0,USAAC,USA,A1,1937
29-MAY-1937,Ford 4-AT-B Tri-Motor,NC8404,Private,0.0,Private,USA,A1,1937
31-MAY-1937,Handley Page HP.42E,G-AAXE,Imperial Airways,0.0,Imperial Airways,Pakistan,O1,1937
02-JUN-1937,Sikorsky S-43,No. 2,Chilean AF,9.0,Chilean AF,Chile,A1,1937
16-JUN-1937,Junkers Ju-52/3msai,ZS-AKY,South African Airways,1.0,South African Airways,South Africa,A1,1937
26-JUL-1937,Junkers Ju-52/3m,22-66,HISMA,,HISMA,Spain,A1,1937
28-JUL-1937,Douglas DC-2-115L,PH-ALF,KLM,15.0,KLM,Belgium,A1,1937
01-AUG-1937,Junkers Ju-52/3m,XVIII,Eurasia,,Eurasia,China,A1,1937
02-AUG-1937,Sikorsky S-43B,NC15065,Panagra,14.0,Panagra,Panama,A1,1937
02-AUG-1937,Savoia-Marchetti S.73,I-SUSA,Ala Littoria,9.0,Ala Littoria,Sudan,A1,1937
06-AUG-1937,Douglas DC-2-152,URSS-M25,"Aeroflot, International",6.0,"Aeroflot, International",Romania,A1,1937
08-AUG-1937,Sikorsky S-43W,NC16930,CNAC,3.0,CNAC,China,A1,1937
10-AUG-1937,Douglas DC-2-112,NC13739,Eastern Air Lines,4.0,Eastern Air Lines,USA,A1,1937
14-AUG-1937,Junkers Ju-52/3m,22-51,HISMA,,HISMA,Spain,U1,1937
21-AUG-1937,Ford 5-AT-C Tri-Motor,NR9648,Republic Oil Co.,0.0,Republic Oil Co.,USA,A1,1937
23-AUG-1937,Douglas DC-2-118A,NC14298,Panagra,3.0,Panagra,Argentina,A1,1937
14-SEP-1937,Junkers Ju-52/3m,22-61,HISMA,,HISMA,Spain,C1,1937
27-SEP-1937,Curtiss T-32C Condor II,NC12364,Private,0.0,Private,USA,O1,1937
27-SEP-1937,Curtiss AT-32B Condor II,NC12394,American Airlines,0.0,American Airlines,USA,O1,1937
27-SEP-1937,Curtiss AT-32D Condor II,NC12397,American Airlines,0.0,American Airlines,USA,O1,1937
28-SEP-1937,Ford 5-AT-B Tri-Motor,LG-AAE,TACA Guatemala,,TACA Guatemala,Nicaragua,A1,1937
01-OCT-1937,Short S.23 Empire Flying Boat Mk I,G-ADVC,Imperial Airways,3.0,Imperial Airways,Greece,A1,1937
06-OCT-1937,Douglas DC-3-194B,PH-ALS,KLM,4.0,KLM,Indonesia,A1,1937
15-OCT-1937,Junkers Ju-52/3m,22-62,HISMA,,HISMA,Spain,U1,1937
17-OCT-1937,Douglas DC-3A-197,NC16074,United Airlines,19.0,United Airlines,USA,A1,1937
25-OCT-1937,Junkers Ju-52/3m,S2+PO,German AF,,German AF,Germany,A1,1937
27-OCT-1937,Dewoitine D.333,F-ANQA,Air France,6.0,Air France,Morocco,A1,1937
16-NOV-1937,Junkers Ju-52/3mge,OO-AUB,Sabena,11.0,Sabena,Belgium,A1,1937
23-NOV-1937,Douglas DC-2-115D,SP-ASJ,LOT,6.0,LOT,Bulgaria,A1,1937
26-NOV-1937,Junkers Ju-52/3mfe,D-AGAV,Deutsche Lufthansa,3.0,Deutsche Lufthansa,U.K.,A1,1937
??-NOV-1937,Junkers Ju-52/3mge,D-AFYV,DVL,,DVL,Germany,A1,1937
03-DEC-1937,Junkers Ju-52/3mte,D-AXAT,Deutsche Lufthansa,1.0,Deutsche Lufthansa,Germany,A1,1937
05-DEC-1937,Short S.23 Empire Flying Boat Mk I,G-ADUZ,Imperial Airways,2.0,Imperial Airways,Italy,A1,1937
08-DEC-1937,Potez 621,F-AOTZ,Air France,2.0,Air France,France,A1,1937
15-DEC-1937,Junkers Ju-52/3mce,CB-18,LAB,8.0,LAB,Bolivia,A1,1937
04-JAN-1938,Junkers Ju-52/3mte,D-ABUR,Deutsche Lufthansa,6.0,Deutsche Lufthansa,Germany,A1,1938
10-JAN-1938,Lockheed 14-H Super Electra,NC17388,Northwest Airlines,10.0,Northwest Airlines,USA,A1,1938
11-JAN-1938,Sikorsky S-42B,NC16734,Pan Am,7.0,Pan Am,Pacific Ocean,A1,1938
13-JAN-1938,Junkers Ju-52/3m,no registeration,AviaciÃ³n Nacional,,AviaciÃ³n Nacional,Spain,A1,1938
02-FEB-1938,Consolidated PBY-2 Catalina,0463,US Navy,3.0,US Navy,USA,A1,1938
02-FEB-1938,Consolidated PBY-2 Catalina,0462,US Navy,7.0,US Navy,USA,A1,1938
07-FEB-1938,Junkers Ju-90V1,D-AALU,Junkers,1.0,Junkers,Germany,A1,1938
09-FEB-1938,LiorÃ©-et-Olivier H.242/1,F-ANPB,Air France,7.0,Air France,France,A1,1938
13-FEB-1938,CANT Z.506,I-ORIA,Ala Littoria,14.0,Ala Littoria,Mediterranean Sea,A1,1938
22-FEB-1938,Junkers Ju-52/3mge,D-APAR,Deutsche Lufthansa,3.0,Deutsche Lufthansa,France,A1,1938
??-FEB-1938,Fokker F.XX,EC-45-E,LAPE,,LAPE,Spain,U1,1938
01-MAR-1938,Douglas DC-2-112,NC13789,TWA,9.0,TWA,USA,A1,1938
07-MAR-1938,Potez 62,F-ANQR,Air France,7.0,Air France,India,A1,1938
17-MAR-1938,Tupolev G-2,CCCP-N210,Polyarnaya Aviatsiya,0.0,Polyarnaya Aviatsiya,Russia,A1,1938
23-MAR-1938,Dewoitine D.338,F-AQBB,Air France,8.0,Air France,France,A1,1938
28-MAR-1938,WM Fokker F.VIIIb,HA-FND,Malert,,Malert,Hungary,A1,1938
30-MAR-1938,Junkers Ju-52/3m,I-BEZI,Ala Littoria,0.0,Ala Littoria,Italy,A1,1938
25-APR-1938,Sikorsky S-43B,NC16932,Pan Am,0.0,Pan Am,Jamaica,A1,1938
30-APR-1938,Savoia-Marchetti S.73,I-MEDA,Ala Littoria,19.0,Ala Littoria,Italy,A1,1938
10-MAY-1938,Ford 5-AT-C Tri-Motor,2,LAN Chile,0.0,LAN Chile,Chile,A1,1938
13-MAY-1938,Ford 5-AT-DS Tri-Motor,C-60,SCADTA,0.0,SCADTA,Colombia,A1,1938
16-MAY-1938,Lockheed 14-H2 Super Electra,NC17394,Northwest Airlines,9.0,Northwest Airlines,USA,A1,1938
22-MAY-1938,Curtiss T-32C Condor II,1,LAN Chile,,LAN Chile,Chile,A1,1938
22-MAY-1938,Junkers Ju-52/3mge,PP-CBC,Syndicato Condor,6.0,Syndicato Condor,Brazil,A1,1938
24-MAY-1938,Douglas DST-A-207A (DC-3),NC18108,United Airlines,10.0,United Airlines,USA,A1,1938
19-JUN-1938,Douglas DC-2-118A,NC14272,Panagra,4.0,Panagra,Chile,A1,1938
26-JUN-1938,Junkers Ju-52/3mge,OA-HHB,Deutsche Lufthansa Sucursal PerÃº,7.0,Deutsche Lufthansa Sucursal PerÃº,Peru,A1,1938
02-JUL-1938,Curtiss YC-30 Condor II,33-321,USAAC,0.0,USAAC,USA,A1,1938
08-JUL-1938,Lockheed 14-H Super Electra,NC17383,Northwest Airlines,1.0,Northwest Airlines,USA,A1,1938
14-JUL-1938,Savoia-Marchetti S-66,I-VOLO,Ala Littoria,20.0,Ala Littoria,Mediterranean Sea,A1,1938
15-JUL-1938,Douglas DC-3-228,NC18114,Pan Am,,Pan Am,Argentina,A1,1938
16-JUL-1938,Junkers Ju-52/3mge,XXI,Eurasia,,Eurasia,China,A1,1938
22-JUL-1938,Lockheed 14-H Super Electra,SP-BNG,LOT,14.0,LOT,Romania,A1,1938
27-JUL-1938,A.W. AW.15 Atalanta,G-ABTG,Imperial Airways,4.0,Imperial Airways,Kenya,A1,1938
28-JUL-1938,Martin M-130,NC14714,Pan Am,15.0,Pan Am,Pacific Ocean,A1,1938
10-AUG-1938,WM Fokker F.VIIIb,HA-FNC,Malert,12.0,Malert,Hungary,A1,1938
11-AUG-1938,Ford 5-AT-C Tri-Motor,NC8413,Private,0.0,Private,USA,O1,1938
13-AUG-1938,Savoia-Marchetti S.73,OK-BAG,CSA,17.0,CSA,Germany,A1,1938
15-AUG-1938,Junkers Ju-52/3mfe,PP-CAT,Syndicato Condor,9.0,Syndicato Condor,Brazil,A1,1938
18-AUG-1938,Lockheed 14-H Super Electra,SP-BNJ,LOT,0.0,LOT,Romania,A1,1938
18-AUG-1938,Macchi M.C.94-II,I-NILO,Macchi,13.0,Macchi,Italy,A1,1938
20-AUG-1938,Junkers Ju-52/3m,no registeration,AviaciÃ³n Nacional,,AviaciÃ³n Nacional,Spain,A1,1938
24-AUG-1938,Douglas DC-2-221,32,CNAC,14.0,CNAC,China,C2,1938
03-SEP-1938,Ford 5-AT-D Tri-Motor,NC435H,Johnson Flying Service,0.0,Johnson Flying Service,USA,A1,1938
07-SEP-1938,CANT Z.506C,I-DENO,Ala Littoria,,Ala Littoria,Spain,A1,1938
20-SEP-1938,Short Sunderland I,L2162,RAF,2.0,RAF,U.K.,A1,1938
29-SEP-1938,Junkers Ju-52/3m,D-AMOK,German AF,1.0,German AF,Germany,A1,1938
01-OCT-1938,Junkers Ju-52/3mte,D-AVFB,Deutsche Lufthansa,13.0,Deutsche Lufthansa,Switzerland,A1,1938
01-OCT-1938,Junkers G.24,PP-CAB,Syndicato Condor,0.0,Syndicato Condor,Brazil,A1,1938
10-OCT-1938,Sabca Savoia-Marchetti S.73P,OO-AGT,Sabena,20.0,Sabena,Germany,A1,1938
18-OCT-1938,Douglas DC-2-112,NC13735,Eastern Air Lines,0.0,Eastern Air Lines,USA,A1,1938
20-OCT-1938,Ford 4-AT-B Tri-Motor,NC7865,Private,1.0,Private,USA,A1,1938
25-OCT-1938,Douglas DC-2-210,VH-UYC,ANA,18.0,ANA,Australia,A1,1938
04-NOV-1938,DH.86 Express,G-ACZN,Jersey Airways,,Jersey Airways,U.K.,A1,1938
10-NOV-1938,Douglas DC-3,J-BDO.,Japan Air Transport,,Japan Air Transport,Japan,A1,1938
14-NOV-1938,Douglas DC-3-194D,PH-ARY,KLM,6.0,KLM,Netherlands,A1,1938
18-NOV-1938,Consolidated PBY-2 Catalina,0482,US Navy,2.0,US Navy,USA,A1,1938
18-NOV-1938,Lockheed 14-H2 Super Electra,CF-TCL,TCAL,2.0,TCAL,Canada,A1,1938
22-NOV-1938,Lockheed 14-WF62 Super Electra,G-AFGO,British Airways,2.0,British Airways,U.K.,A1,1938
22-NOV-1938,Savoia-Marchetti SM-75C,I-TUON,Ala Littoria,4.0,Ala Littoria,Austria,A1,1938
25-NOV-1938,Junkers Ju-52/3m,no registeration,German AF,4.0,German AF,Germany,A1,1938
26-NOV-1938,Junkers Ju-90V2,D-AIVI,Deutsche Lufthansa,12.0,Deutsche Lufthansa,Gambia,A1,1938
27-NOV-1938,Short S.23 Empire Flying Boat Mk I,G-AETW,Imperial Airways,4.0,Imperial Airways,Iraq,A1,1938
29-NOV-1938,Douglas DC-3A-191,NC16066,United Airlines,5.0,United Airlines,USA,A1,1938
02-DEC-1938,Junkers Ju-52/3mte,D-ANOY,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Austria,A1,1938
03-DEC-1938,DH.86 Express,G-ADCN,Imperial Airways,,Imperial Airways,Thailand,U1,1938
06-DEC-1938,Focke-Wulf Fw 200,D-ACON,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Philippines,A1,1938
08-DEC-1938,Nakajima/Douglas DC-2,J-BBOH,Imperial Japanese Airways,10.0,Imperial Japanese Airways,Japan,A1,1938
09-DEC-1938,Lockheed 14-WF62 Super Electra,PH-APE,KLM,4.0,KLM,Netherlands,A1,1938
10-DEC-1938,Lockheed 14-WG3B Super Electra,J-BDOB,Imperial Japanese Airways,,Imperial Japanese Airways,China,A1,1938
11-DEC-1938,Junkers Ju-52/3mge,HC-SAB,SEDTA,0.0,SEDTA,Ecuador,A1,1938
07-JAN-1939,Douglas DC-2-115B,HB-ITA,Swissair,5.0,Swissair,France,A1,1939
13-JAN-1939,Lockheed 14-H Super Electra,NC17389,Northwest Airlines,4.0,Northwest Airlines,USA,A1,1939
13-JAN-1939,Junkers Ju-52/3mge,PP-CAY,Syndicato Condor,10.0,Syndicato Condor,Brazil,A1,1939
13-JAN-1939,Fokker F.XVIII,VQ-PAF,Commercial Aviation Company,0.0,Commercial Aviation Company,Israel,A1,1939
17-JAN-1939,Ford 5-AT-.  Tri-Motor,C-63,SCADTA,4.0,SCADTA,Colombia,A1,1939
18-JAN-1939,Lockheed 14-H Super Electra,VH-ABI,Guinea Airways,4.0,Guinea Airways,Australia,A1,1939
21-JAN-1939,Short S.23 Empire Flying Boat Mk II,G-ADUU,Imperial Airways,3.0,Imperial Airways,Atlantic Ocean,A1,1939
24-JAN-1939,Junkers Ju-52/3m,no registeration,German AF,5.0,German AF,France,A1,1939
27-JAN-1939,Potez 62,F-ANPJ,Air France,6.0,Air France,Germany,A1,1939
06-FEB-1939,Fokker F.XVIII,BF,Spanish Republican AF,,Spanish Republican AF,Spain,O1,1939
13-FEB-1939,Junkers Ju-52/3m,no registeration,AviaciÃ³n Nacional,,AviaciÃ³n Nacional,Spain,A1,1939
19-FEB-1939,Sikorsky S-42A,NC15376,Pan Am,0.0,Pan Am,Puerto Rico,A2,1939
24-FEB-1939,Junkers Ju-52/3mge,D-ALUS,Reichsluftfahrtministerium,12.0,Reichsluftfahrtministerium,France,A1,1939
02-MAR-1939,Ford 6-AT-AS Tri-Motor,CF-BEP,Yukon Southern Air Transport,0.0,Yukon Southern Air Transport,Canada,O1,1939
05-MAR-1939,Junkers Ju-52/3m,no registeration,AviaciÃ³n Nacional,,AviaciÃ³n Nacional,Spain,A1,1939
12-MAR-1939,Junkers Ju-52/3mge,XXIII,Eurasia,4.0,Eurasia,China,A1,1939
12-MAR-1939,Short S.23 Empire Flying Boat Mk I,G-ADUY,"Imperial Airways, op.for Qantas Empire Airways",0.0,"Imperial Airways, op.for Qantas Empire Airways",Indonesia,A1,1939
14-MAR-1939,Junkers Ju-52/3mge,OO-AUA,Sabena,3.0,Sabena,Belgium,A1,1939
18-MAR-1939,Boeing S.307 Stratoliner,NX19901,Boeing,10.0,Boeing,USA,A1,1939
26-MAR-1939,Douglas DC-2-112,NC13727,Braniff Airways,8.0,Braniff Airways,USA,A1,1939
29-MAR-1939,Junkers Ju-52/3mge,M-CABD,Iberia,,Iberia,Spain,A1,1939
??-MAR-1939,Lockheed 14-WG3B Super Electra,J-BDOQ,Imperial Japanese Airways,,Imperial Japanese Airways,Japan,A1,1939
??-MAR-1939,Ford 5-AT-B Tri-Motor,LG-AAH,TACA Guatemala,0.0,TACA Guatemala,Honduras,O1,1939
15-APR-1939,Ford 5-AT-C Tri-Motor,NC8411,South American Gulf Oil Co.,2.0,South American Gulf Oil Co.,Colombia,A1,1939
24-APR-1939,Junkers Ju-52/3m,no registeration,German AF,,German AF,Germany,A1,1939
29-APR-1939,Junkers Ju-52/3m,no registeration,German AF,5.0,German AF,Germany,A1,1939
??-APR-1939,Fokker F.VIII,YV-AFO,Venezuelan Government,0.0,Venezuelan Government,Venezuela,A1,1939
01-MAY-1939,Short S.23 Empire Flying Boat Mk I,G-ADVD,Imperial Airways,2.0,Imperial Airways,Mozambique,A1,1939
02-MAY-1939,Dewoitine D.338,F-ARIC,Air France,9.0,Air France,Morocco,A1,1939
03-MAY-1939,Consolidated PBY-4 Catalina,1234,US Navy,,US Navy,USA,A1,1939
06-MAY-1939,Junkers Ju-52/3m,XVII,Eurasia,0.0,Eurasia,China,C1,1939
17-MAY-1939,Lockheed 14-WG3B Super Electra,J-BCOZ,Imperial Japanese Airways,6.0,Imperial Japanese Airways,Japan,A1,1939
??-MAY-1939,Douglas DC-2-192,no registeration,Chinese Government,0.0,Chinese Government,China,C1,1939
01-JUN-1939,A.W. AW.15 Atalanta,G-ABTH,Imperial Airways,,Imperial Airways,Egypt,A1,1939
05-JUN-1939,Short Sunderland I,L5801,RAF,4.0,RAF,Singapore,A1,1939
06-JUN-1939,Douglas DC-2-115E,PH-AKN,KLM,,KLM,Netherlands,A2,1939
12-JUN-1939,Short S.23 Empire Flying Boat Mk I,G-ADVE,Imperial Airways,0.0,Imperial Airways,India,A1,1939
19-JUN-1939,Short S.30 Empire Flying Boat,G-AFCW,Imperial Airways,0.0,Imperial Airways,Atlantic Ocean,O1,1939
29-JUL-1939,DH.86A Express,L7596,RAF,0.0,RAF,U.K.,A1,1939
03-AUG-1939,Junkers Ju-52/3mte,D-ANJH,Deutsche Lufthansa,0.0,Deutsche Lufthansa,Myanmar,U1,1939
04-AUG-1939,Junkers Ju-52/3mte,D-AUJG,Deutsche Lufthansa,7.0,Deutsche Lufthansa,Spain,A1,1939
11-AUG-1939,Lockheed 14-WF62 Super Electra,G-AFGN,Imperial Airways,0.0,Imperial Airways,France,A1,1939
13-AUG-1939,Sikorsky S-43B,NC16933,Pan Am,14.0,Pan Am,Brazil,A1,1939
24-AUG-1939,Savoia-Marchetti SM-75,I-LOVE,Ala Littoria,,Ala Littoria,Italy,A1,1939
24-AUG-1939,Junkers F.24kay (G.24),D-ULIS,Deutsche Lufthansa,2.0,Deutsche Lufthansa,Germany,A1,1939
30-AUG-1939,Junkers Ju-52/3mte,D-AFOP,Deutsche Lufthansa,7.0,Deutsche Lufthansa,Germany,A1,1939
31-AUG-1939,Junkers Ju-52/3m,no registeration,German AF,4.0,German AF,Germany,A1,1939
05-SEP-1939,Vickers Valentia,K2345,RAF,0.0,RAF,U.K.,A1,1939
05-SEP-1939,Junkers Ju-52/3m,WL-AGZG,German AF,9.0,German AF,Germany,C1,1939
